gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol,entrez
ENSG00000184277.13,1.8504212265917044,6.186753086173918,18.754934884063335,2.579800243031483e-32,3.9651529735393893e-28,57.85686584813372,TM2D3,80213
ENSG00000135870.13,-3.1402411127753234,4.881428220516097,-11.837288014613408,8.038303547330237e-20,6.177436276123287e-16,22.3628946544234,RC3H1,149041
ENSG00000163600.13,1.2159091037490466,5.551904619588204,10.442628483989202,5.083027908573854e-17,2.6042046318260044e-13,26.65342419442642,ICOS,29851
ENSG00000106003.14,1.083610182509605,6.36652022616336,9.884243454769988,6.970134685239753e-16,2.678274252803375e-12,24.69814827587841,LFNG,3955
ENSG00000102096.10,0.8676511081255143,8.543414671804573,9.356248911345848,1.0771927176041472e-14,3.311290413915149e-11,22.72637482890559,PIM2,11040
ENSG00000089006.17,0.6216138573416963,8.046012504213008,8.065836198249336,3.6382077005218185e-12,9.319875392836725e-9,17.182145703003794,SNX5,27131
ENSG00000163599.18,0.7933217705311266,5.6220253292464335,7.258327371539718,1.5501776653082877e-10,3.4037472451126264e-7,13.337844316381323,CTLA4,1493
ENSG00000072274.14,0.8622135107234667,5.933562416040596,7.159778622019582,2.438052596610412e-10,4.6841085512377547e-7,12.884005551879444,TFRC,7037
ENSG00000135698.10,0.59440780925844106,7.437863223975393,7.101580544856104,3.183469057406642e-10,5.436657712482232e-7,12.909707728904428,MPHOSPH6,10200
ENSG00000112306.8,-0.5399953368886017,13.021444100921688,-7.010023135732527,8.181442265908084e-10,1.2574876762700724e-6,12.178512128286728,RPS12,6206
ENSG00000105369.10,2.325929305019031,1.790153715933074,6.849102979551145,1.0066568112200101e-9,1.4065741080410505e-6,6.52845736653021,CD79A,973
ENSG00000114942.15,-0.5469329152553044,10.842664938337496,-6.533958889791178,4.668417708277069e-9,5.979465014684878e-6,10.489817971032519,EEF1B2,1933
ENSG00000142937.12,-0.44264044022500926,12.550339888756096,-6.328783853600985,1.0407160349859645e-8,1.2304465736718673e-5,9.709884981019222,RPS8,6202
ENSG00000142541.18,-0.5171245377626708,11.816703199816697,-6.249420080589064,2.2839493348904106e-8,2.507450091233258e-5,8.992365254474379,RPL13A,23521
ENSG00000165355.8,0.7045424052690175,5.5853448544776,6.018702090198335,4.069549722217457e-8,3.998124041789205e-5,8.238725561323099,FBXO33,254170
ENSG00000148303.17,-0.4635978734618522,11.42290229370343,-6.013547331834836,4.162002906221684e-8,3.998124041789205e-5,8.394972671145345,RPL7A,6130
ENSG00000167526.15,-0.4760844972630469,11.00047699467272,-5.959578213417618,5.263337470561413e-8,4.758676289560525e-5,8.1745735188981,RPL13,6137
ENSG00000137154.13,-0.4679122784316281,11.49859696819011,-5.943082605908753,5.702845127410674e-8,4.869596089350114e-5,8.09388553505918,RPS6,6194
ENSG00000105372.8,-0.4277391270409723,11.891157402384572,-5.830940496166554,9.18097891640358e-8,7.426928733953842e-5,7.632679087148356,RPS19,6223
