gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol,entrez
ENSG00000139289.15,1.6302040033024863,6.449961628836341,15.463429053747777,1.0830957025692844e-26,1.66471809484899e-22,50.30113800940324,PHLDA1,22822
ENSG00000176749.9,1.966116319534573,4.125534423327661,12.095201968315724,2.4842712426701808e-20,1.909162449992034e-16,35.766105375045385,CDK5R1,8851
ENSG00000172005.11,-1.2458833548445396,7.889903396067579,-11.851930627740975,7.518597549305343e-20,3.8520281444274374e-16,34.65507121556922,MAL,4118
ENSG00000120738.8,2.785926200532451,6.359910100417389,14.09445173937329,2.4319741761478425e-18,9.344860771848085e-15,31.58838718830762,EGR1,1958
ENSG00000158050.6,2.092499038959869,4.758499940607665,12.335830293377459,4.852755259547098e-18,1.491736966784778e-14,30.772927178119243,DUSP2,1844
ENSG00000177494.6,2.7266721577931676,2.1592520875138614,10.66792494840024,1.7757752921162917e-17,4.548944373304567e-14,28.91060070569334,ZBED2,79413
ENSG00000033867.18,0.9811561419046102,7.00966527995084,10.394434325575862,6.367903504782761e-17,1.3982096695501576e-13,27.94288243842022,SLC4A7,9497
ENSG00000136161.13,1.256415296322123,5.329959390887608,9.850112406775564,8.183496392652602e-16,1.5722542444383812e-12,25.51713669301435,RCBTB2,1102
ENSG00000164483.17,-1.4208125787131074,6.793180988213099,-10.327994507476303,1.906524819084904e-15,3.2559207188149974e-12,24.779452920936084,SAMD3,154075
ENSG00000121807.7,-1.0910773235565028,6.424250876561994,-9.533447584911034,3.633604227727218e-15,5.584849698016734e-12,24.019265442342494,CCR2,729230
ENSG00000115523.17,1.32250614507696,4.995843154480297,9.621666596175759,5.503396919390364e-15,7.6897464228209e-12,23.67713357106076,GNLY,10578
ENSG00000196937.11,1.12335661503446,5.53988976513215,9.12524624417363,2.4895231408640356e-14,3.188664222923352e-11,22.132163688471792,FAM3C,10447
ENSG00000077782.23,0.92069917128992,6.784613791162367,8.97562096652779,5.0414301920900676e-14,5.960521696340335e-11,21.349169888733257,FGFR1,2260
