gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol,entrez
ENSG00000184277.13,2.15826681585175,6.186753086173918,21.249277185916984,3.396211773266029e-36,5.219977495509887e-32,70.66851981776792,TM2D3,80213
ENSG00000163599.18,1.0319659886003087,5.6220253292464335,9.199973736370481,1.750118409852576e-14,1.3449659979717046e-10,22.55709884712176,CTLA4,1493
ENSG00000089006.17,0.6676518901683943,8.046012504213008,8.546310324312781,3.81119638813978e-13,1.952602949523614e-9,19.53997958769094,SNX5,27131
ENSG00000102096.10,0.8046548321647933,8.543414671804573,8.483856660542486,6.214474640673479e-13,2.3879118806787844e-9,19.05433061483791,PIM2,11040
ENSG00000163600.13,0.9611594010222522,5.551904619588204,7.9938544217812115,5.095430682403798e-12,1.5663353917709277e-8,17.053732691680885,ICOS,29851
ENSG00000135698.10,0.6756545585570768,7.437863223975393,7.929919590889384,6.87041341252534e-12,1.7599709025085746e-8,16.734119373246134,MPHOSPH6,10200
ENSG00000109775.11,0.9007870350669149,5.722176880210529,7.395059626064333,8.252640677383401e-11,1.8120441030197552e-7,14.356405692648783,UFSP2,55325
ENSG00000207205.1,1.6087537306189783,2.085168931154916,6.5307912168335385,4.229675567446555e-9,8.126264183956693e-6,10.317835959462988,RNVU1-15,101954267
ENSG00000072274.14,0.7842897917221432,5.933562416040596,6.499279440268046,4.870288072762174e-9,8.317369742039401e-6,10.408162176037298,TFRC,7037
ENSG00000165355.8,0.7680987282729017,5.5853448544776,6.412144850682936,7.185188327794646e-9,1.104363445982037e-5,10.041782276954198,FBXO33,254170
ENSG00000198160.15,0.8365284314389907,6.142565395057797,6.490345514442812,7.949035266918285e-9,1.1106970186594003e-5,9.94423888748563,MIER1,57708
ENSG00000105369.10,1.9545697294819973,1.790153715933074,5.957629923786219,5.308057097591029e-8,6.798736465831176e-5,7.442534117208719,CD79A,973
ENSG00000106003.14,0.636719922941233,6.36652022616336,5.763341725520247,1.227571680041448e-7,1.4513674401720811e-4,7.246552934105901,LFNG,3955
ENSG00000163584.18,1.1465959999695183,7.233526603156445,6.182054956998231,1.5172513686972203e-7,1.6657252526340198e-4,7.162974551073093,RPL22L1,200916
ENSG00000152382.6,0.601086412037831,5.859917943182696,5.4633063888760995,4.3824591855042214e-7,4.490559845413326e-4,6.068429644087152,TADA1,117143
ENSG00000287603.1,1.3415596958167608,2.191234452561316,5.36943004600862,6.487029492745296e-7,6.23160270646845e-4,5.662062359804778,NA,NA
