gene_id,X33b_Neg_D1,X33b_Neg_D2,X81_33b_D1,X81_33b_D2,X55_33b_D1,X55_33b_D2,X29_33b_D1,X29_33b_D2,X151_33b_D1,X151_33b_D2,gene_symbol
ENSG00000000419.14,94.51786692689952,91.36449387877401,97.2611565244976,54.319340050683714,94.04190414674555,90.58983390081147,103.35527948139091,116.72657482196912,76.43756835943238,91.20572988821534,DPM1
ENSG00000000457.14,19.95145745654526,22.218177120977753,19.314632642804156,26.012928402049646,20.911578922004495,18.10729345658046,16.5989527060687,20.717673860646954,19.507424621224068,29.24997976280993,SCYL3
ENSG00000000460.17,25.16462953849936,24.667878784995985,22.424468557489902,21.28301627716847,24.630097635626548,23.681436697192982,24.890606297123956,22.23360121630405,15.148219697655165,26.647457226376172,FIRRM
ENSG00000000938.13,1.3244541862368084,0.3845771748217637,1.0615133044965634,0.31765695936072347,0.6106610543500205,0.26683308954583645,0.23705339330594244,0.673745491403153,0.3482349355782796,1.3735802694008337,FGR
ENSG00000001036.14,17.94033397720768,17.855368831010455,11.278578860275985,13.81807773219147,10.279461081558678,13.341654477291822,13.986150205050604,15.833019047974094,13.929397423131185,14.285234801768668,FUCA2
ENSG00000001084.13,20.83005220172435,15.987422553304746,17.780347850317437,19.694731480364855,17.709170576150594,18.811732812981468,16.35668413811003,17.854255522183553,20.37174373132936,18.680691663851338,GCLC
ENSG00000001167.15,31.18487583957576,27.359919008748328,37.285654820441785,35.418750968720666,35.41834115230119,39.89154688710254,27.024086836877437,29.813237994589517,31.863496605412585,31.59234619621917,NFYA
ENSG00000001460.18,1.9264788163444486,1.5932482956901637,1.7249591198069154,1.111799357762532,1.119545266308371,0.8004992686375093,1.1852669665297122,1.347490982806306,0.8705873389456991,1.923012377161167,STPG1
ENSG00000001461.18,46.717111296352876,61.75210635709462,49.49133286303246,57.49590964429095,38.87875379361797,48.09666439063702,44.32898454821124,41.772220466995485,47.53406870643517,51.37190207559117,NIPAL3
ENSG00000001497.18,15.652640382798644,13.515140715164836,11.411268023338057,13.500420772830747,12.722105298958759,12.207613846722017,15.408470564886258,13.980218946615423,10.447048067348389,12.911654532367836,LAS1L
ENSG00000001561.7,14.568996048604893,11.4823756482498,17.780347850317437,10.800336618264598,15.673633728317192,15.543027466044972,12.800883238520893,15.159273556570941,13.232927551974626,15.796173098109586,ENPP4
