gene_id,gene_symbol,logFC_CRISPRoff,padj_CRISPRoff,pvalue_CRISPRoff,logFC_KO,padj_KO,pvalue_KO,weighted_score_CRISPRoff,weighted_score_KO,significant
ENSG00000089692.9,LAG3,3.3133046535963633,4.5686656462566746e-12,2.672359409368668e-16,1.4751353579668398,0.28922471260912025,0.08934891894073907,51.598441709419156,1.547285257652647,CRISPRoff only
ENSG00000019582.17,CD74,2.102636773789639,1.4189989413688944e-11,1.660036197202731e-15,0.9151036780196432,9.854716087169e-5,6.936548619377926e-7,31.07672433491237,5.635992295336031,Both
ENSG00000120885.22,CLU,3.7612882263085687,1.4650418686833574e-11,3.3056890905152008e-15,2.6957711664324906,0.00189471339476528,5.019721673490971e-5,54.46622933065126,11.589983868054007,Both
ENSG00000231389.8,HLA-DPA1,2.629106673469401,1.4650418686833574e-11,3.715775232675436e-15,0.9097190370563684,0.001488918871272,3.564132937602962e-5,37.937879326609576,4.046472220063366,Both
ENSG00000179833.4,SERTAD2,1.8754308307685497,1.4650418686833574e-11,4.2847504348483785e-15,1.212546187781754,3.200170842122341e-4,3.910659451219989e-6,26.946329836951413,6.557146649056081,Both
ENSG00000129521.15,EGLN3,-3.532114121520144,2.1656822941345173e-11,8.867440371397766e-15,-0.5975643315289066,0.5270978598756593,0.25708625959773745,-49.6339801450878,-0.3525158282888789,CRISPRoff only
ENSG00000134243.12,SORT1,2.0547173109138783,2.243510870966117e-11,1.0498413060206444e-14,2.24733919032796,0.06759551594683526,0.00825367087863889,28.72263921095504,4.682000513679834,CRISPRoff only
ENSG00000137265.16,IRF4,1.945362614987203,2.8643658916557768e-11,1.5079137239647866e-14,0.243347813106552,0.35200615692111453,0.12579785152836132,26.888069647254888,0.2190925520305471,CRISPRoff only
ENSG00000125810.11,CD93,2.887273337913149,6.039545516262543e-11,3.5327243309911924e-14,2.377740932005931,0.01567654869803404,9.045400683692324e-4,38.8392840649059,7.2368261767613475,Both
ENSG00000150093.20,ITGB1,2.2686257989323124,6.53055030909809e-11,4.2019217009873064e-14,-0.06640132003846977,0.8148533465342535,0.6243836670383692,30.34639106900369,-0.01358228815213107,CRISPRoff only
ENSG00000026508.21,CD44,-1.6688387035488463,7.80212333476354e-11,5.4764553121877905e-14,-0.47065035694761737,0.00695141870290799,2.9765582088901163e-4,-22.131305221124553,-1.6596475857832351,Both
ENSG00000093072.19,ADA2,1.5848196922623927,3.5065720224579737e-10,2.8715493866642283e-13,0.8851542653901419,0.00339713298068406,1.1623780850908422e-4,19.87662428176202,3.482774519865372,Both
ENSG00000119655.11,NPC2,1.9836384980405075,3.8719461734983645e-10,3.3972386875570585e-13,0.16259304904020397,0.6911612146342175,0.4400141083015279,24.733738372294525,0.05796985232712374,CRISPRoff only
ENSG00000008516.19,MMP25,-1.8733044000593309,3.8846776236611375e-10,3.77701099064127e-13,0.0473827142976596,0.963144799195483,0.9112578442730864,-23.27178284723234,0.001912305707332506,CRISPRoff only
ENSG00000070081.18,NUCB2,1.9335965938991968,3.8846776236611375e-10,3.862863804529676e-13,1.1943886028991273,2.0422377617922268e-5,6.987811287782574e-8,24.00190971124032,8.546637355234218,Both
ENSG00000104419.17,NDRG1,1.4160726825540575,6.225292005546339e-10,6.554472163069378e-13,1.322932374438308,0.03213251839660264,0.00278320571897447,17.252668108892905,3.3806937432777957,Both
ENSG00000181104.7,F2R,1.8454796756982852,6.334499137989546e-10,7.039979154293482e-13,0.8357358383946071,0.0986439035389494,0.01480194790770184,22.427060041174382,1.5291300919474102,CRISPRoff only
ENSG00000135048.14,CEMIP2,1.7953043537892424,6.928108436159738e-10,8.245145385781029e-13,-0.28947092694225623,0.34087048768229616,0.1195329396144683,21.694101770169457,-0.26704051953646435,CRISPRoff only
ENSG00000000971.17,CFH,2.428613743491435,6.928108436159738e-10,8.859670244343292e-13,1.6793743416638738,0.01543228000227597,8.767688198521389e-4,29.271067363667438,5.134040327970267,Both
ENSG00000115738.10,ID2,-1.9701394702595,6.928108436159738e-10,9.226917279820588e-13,-1.5663954308622543,1.0637445773760984e-6,1.351909229239347e-9,-23.710516961213695,-13.89244326053594,Both
ENSG00000163297.18,ANTXR2,1.755130799715365,6.928108436159738e-10,9.320688700963617e-13,0.45103622630002377,0.07413178021640249,0.00954040220390659,21.11519234691739,0.9112886183124271,CRISPRoff only
ENSG00000102241.12,HTATSF1,-1.7793994147279304,7.04243982213174e-10,9.88643868338569e-13,0.0372249631309961,0.9003287448400462,0.7723516214655788,-21.36161901639701,0.004176080157212594,CRISPRoff only
ENSG00000085063.18,CD59,1.6127084348172271,8.05347388072428e-10,1.1776839437184548e-12,0.5036674219702552,0.02296534912573156,0.00163444854468008,19.237952547084237,1.403534117102451,Both
ENSG00000137193.14,PIM1,-1.452258780429365,8.389444904710916e-10,1.2758865671647394e-12,-0.5745883581145129,0.01567654869803404,9.057425242485208e-4,-17.273438864531432,-1.7484696397514792,Both
ENSG00000102245.9,CD40LG,-2.454325513191999,8.613609452693662e-10,1.3603618110828784e-12,-0.9504537446939236,0.00136472263654545,3.0660007163927046e-5,-29.12387467675709,-4.289804304497443,Both
ENSG00000154165.5,GPR15,-2.3032574784480593,9.657332856484116e-10,1.638176490629617e-12,-1.5073928492200968,3.200170842122341e-4,3.905980505029938e-6,-27.145361881103796,-8.152387417070644,Both
